Listid,Listname,listPublished,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
412,"21st FIS points list 2024/25",1,1,AL,O,260569,502694,"DE SUSINI",Elliot,SWE,M,2005-08-12,"Vaest Alpin SK Goeteborg",Sweden,"DE SUSINI Elliot",2005,15-04-2025,,,,31.33,457,*,51.77,1290,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,263131,10000373,"DE TOMMASO","Junio Valerio",ITA,M,2005-09-22,"S.C. DRUSCIE  - CORTINA A.D.",ITA52400,"DE TOMMASO Junio Valerio",2005,15-04-2025,117.60,933,*,63.10,1716,,46.48,1065,,103.24,1162,,618.42,1107,*
412,"21st FIS points list 2024/25",1,1,AL,O,213307,104920,"DE VARENNES",Gabriel,CAN,M,2000-04-21,"MONT SAINTE-ANNE",CAN,"DE VARENNES Gabriel",2000,15-04-2025,999.99,2227,*,44.98,978,*,43.85,947,*,874.20,3707,*,999.99,1221,*
412,"21st FIS points list 2024/25",1,1,AL,O,294109,10001911,"DE VECCHIS",Luca,ITA,M,2008-02-24,"WHITE S.R.L. S.S.D",ITA60654,"DE VECCHIS Luca",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277349,10001089,"DE VETTOR",Giacomo,ITA,M,2007-07-02,"SKI COLLEGE VENETO-FALCADE S.C.S.D.",ITA58312,"DE VETTOR Giacomo",2007,15-04-2025,,,,78.05,2316,,35.68,605,,110.72,1316,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277269,6297076,"DE VIGNANI",Sofia,ITA,W,2007-10-10,"REIT SKI TEAM BORMIO SSD A RL",ITA59343,"DE VIGNANI Sofia",2007,15-04-2025,,,,241.59,3561,*,157.94,2868,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273169,6296901,"DE VITTORIO",Matilde,ITA,W,2006-12-15,"S.C. CITTA  DI ROVERETO A.S.D.",ITA56373,"DE VITTORIO Matilde",2006,15-04-2025,,,,140.78,2695,,120.01,2363,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,256349,10000039,"DE ZANNA",Marco,ITA,M,2004-09-08,"S.C. CORTINA A.S.D.",ITA49493,"DE ZANNA Marco",2004,15-04-2025,77.65,451,*,30.48,431,,25.19,241,,47.37,303,*,145.46,145,*
412,"21st FIS points list 2024/25",1,1,AL,O,282612,6297281,"DE ZEN",Agnese,ITA,W,2007-08-13,"S.C. BARDONECCHIA A.D.",ITA58767,"DE ZEN Agnese",2007,15-04-2025,,,,253.59,3616,,160.06,2898,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279867,6538065,DEAKINS,Julia,IRL,W,2007-05-09,"Mt Mansfield Academy",6713570,"DEAKINS Julia",2007,15-04-2025,185.53,743,*,69.56,1271,*,82.66,1665,,137.38,996,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273244,10000886,DEAMBROGIO,Tomas,ITA,M,2006-06-08,"S.C. SAUZE D OULX A.D.",ITA54604,"DEAMBROGIO Tomas",2006,15-04-2025,57.21,305,,35.21,596,,34.99,569,,63.32,463,,161.45,194,*
412,"21st FIS points list 2024/25",1,1,AL,O,280101,6538072,DEAN,Ella,USA,W,2007-11-26,"Mount Washington Valley Alpine Education Foundation",6621967,"DEAN Ella",2007,15-04-2025,807.83,1249,,171.72,3061,*,182.99,3138,*,276.01,1773,+,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278790,6534375,DEAN,Harrison,USA,M,2007-12-19,"Holderness School",6816358,"DEAN Harrison",2007,15-04-2025,,,,110.11,3385,,129.28,3933,,189.38,2422,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,282334,340689,DEBBANE,Etienne,LBN,M,2007-12-25,"FARAYA MZAAR",LBN,"DEBBANE Etienne",2007,15-04-2025,,,,214.41,5124,,276.80,5559,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287827,10001719,DEBERTOL,"Martin Luis",ITA,M,2008-01-27,"SKI TEAM FASSA A.S.D.",ITA60395,"DEBERTOL Martin Luis",2008,15-04-2025,,,,226.13,5221,+,252.25,5453,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292751,6297533,DEBERTOLIS,Elisa,ITA,W,2008-11-15,"U.S. PRIMIERO A.S.D.",ITA63302,"DEBERTOLIS Elisa",2008,15-04-2025,,,,119.31,2359,,120.85,2381,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,275419,10001025,DEBERTOLIS,Leonardo,ITA,M,2006-10-02,"U.S. PRIMIERO A.S.D.",ITA55694,"DEBERTOLIS Leonardo",2006,15-04-2025,,,,153.09,4334,,125.51,3836,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,293536,6297570,DEBIASI,Benedetta,ITA,W,2008-11-15,"SCI CLUB ANAUNE - CLES A.D.",ITA63300,"DEBIASI Benedetta",2008,15-04-2025,,,,254.99,3622,,308.97,3800,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271475,6534142,DEBLEY,Patrick,USA,M,2006-09-22,"Stevens Pass Alpine Club",6542982,"DEBLEY Patrick",2006,15-04-2025,,,,117.89,3576,,136.88,4111,*,191.60,2435,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281615,198666,DEBUS,Maelys,FRA,W,2007-01-12,"SKI CLUB DE L ALPE D HUEZ",2681982,"DEBUS Maelys",2007,15-04-2025,80.52,271,,80.44,1551,,94.30,1901,*,87.13,504,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286191,6534599,DECARIE,Ian,USA,M,2008-03-27,"Crystal Mountain Alpine Club",6835432,"DECARIE Ian",2008,15-04-2025,309.32,1937,+,252.73,5394,,256.64,5478,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280218,198650,"DECARRE DRIJARD",Celiane,FRA,W,2007-10-11,"SKI CLUB DU MONT DORE",2680103,"DECARRE DRIJARD Celiane",2007,15-04-2025,,,,252.44,3613,*,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,263865,198485,DECAUCHY,Alohe,FRA,W,2005-02-07,"CLUB OMNISPORTS VAL THORENS",2673441,"DECAUCHY Alohe",2005,15-04-2025,,,,57.83,948,,61.80,1096,,173.53,1269,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270193,6100804,DECELLES,Luc,CAN,M,2006-09-14,NATC,CAN,"DECELLES Luc",2006,15-04-2025,106.36,803,*,70.27,2017,*,66.75,1929,*,76.32,664,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271935,6191665,DECHERF,Antoine,FRA,M,2006-03-02,"CLUB SPORTS DE RISOUL",2674305,"DECHERF Antoine",2006,15-04-2025,165.22,1375,*,69.12,1972,*,64.13,1805,*,130.76,1692,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281089,198662,DECHONNE,Lou,FRA,W,2007-07-31,"CS DE MONTAGNE DE FONT ROMEU",2683779,"DECHONNE Lou",2007,15-04-2025,,,,113.26,2255,*,114.98,2276,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269862,108768,"DECK STANG",Viveka,CAN,W,2006-03-21,WINDERMERE,CAN,"DECK STANG Viveka",2006,15-04-2025,216.79,824,*,84.78,1652,,69.37,1308,*,89.01,533,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286456,6538240,DECUBBER,Finley,USA,W,2008-05-08,,6974682,"DECUBBER Finley",2008,15-04-2025,,,,183.00,3169,,220.99,3445,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284281,230879,DEDES,Nikolaos,GRE,M,1999-03-16,"SXO Esperos Kalamarias",GRE,"DEDES Nikolaos",1999,15-04-2025,,,,772.91,6085,*,631.09,6087,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,230222,155997,DEDKOVA,Leona,CZE,W,2002-06-27,,,"DEDKOVA Leona",2002,15-04-2025,,,,,,,740.73,4106,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281379,108985,DEEKS,Jillian,CAN,W,2007-08-23,CRAIGLEITH,CAN,"DEEKS Jillian",2007,15-04-2025,262.82,931,,48.64,695,,65.49,1191,,123.40,865,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286282,109045,DEEKS,Liv,CAN,W,2008-12-04,WMSC,CAN,"DEEKS Liv",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,253567,6537295,DEFILIPPO,Leah,USA,W,2004-06-17,"Saint Michael\'s College",6528950,"DEFILIPPO Leah",2004,15-04-2025,,,,65.88,1173,*,69.00,1293,*,594.54,2207,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,272056,10000825,DEGAN,Marco,ITA,M,2006-10-26,"SKI TEAM POLISPORTIVA ALPE CIMBRA A.S.D.",ITA55938,"DEGAN Marco",2006,15-04-2025,,,,67.65,1901,*,63.09,1766,,254.84,2866,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278779,6534370,DEGER,Grant,USA,M,2005-09-10,"Bridger Ski Foundation",6544167,"DEGER Grant",2005,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,240386,6533355,DEGIROLAMO,Ben,USA,M,2003-04-11,"Saint Michael\'s College",6311640,"DEGIROLAMO Ben",2003,15-04-2025,,,,94.60,2904,,68.12,1987,,149.55,1980,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284709,10001535,"DEGLI ESPOSTI MAZZONI",Leone,ITA,M,2008-12-08,"SCI C.A.I. MONTE LUSSARI A.S.D.",ITA63522,"DEGLI ESPOSTI MAZZONI Leone",2008,15-04-2025,,,,82.04,2457,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274962,10001003,"DEGLI UOMINI",Marco,ITA,M,2006-09-24,"A.S.D. SCI CLUB MONTE DAUDA",ITA55615,"DEGLI UOMINI Marco",2006,15-04-2025,230.56,1748,*,193.66,4924,*,106.36,3328,,165.32,2197,,616.91,1104,*
412,"21st FIS points list 2024/25",1,1,AL,O,284691,6297321,DEGRASSI,Carlotta,ITA,W,2008-03-30,"S.C. LA THUILE-RUTOR A.S.D.",ITA61022,"DEGRASSI Carlotta",2008,15-04-2025,,,,272.83,3690,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,12901,191390,DEGRET,Sebastien,FRA,M,1979-01-01,"S.C DU JURA GESSIEN",2630597,"DEGRET Sebastien",1979,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260616,6533739,DEGUARDIA,Dominick,USA,M,2005-12-08,"West Mountain Racing",6413446,"DEGUARDIA Dominick",2005,15-04-2025,378.75,2007,*,47.66,1070,*,26.25,272,*,331.95,3211,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,228418,6533006,DEHART,Colin,USA,M,2002-06-05,"Northern Michigan University",6558350,"DEHART Colin",2002,15-04-2025,,,,96.13,2955,*,149.59,4356,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,253977,6533590,DEHART,Nathan,USA,M,2004-05-16,"Northern Michigan University",6558366,"DEHART Nathan",2004,15-04-2025,,,,80.15,2387,,90.61,2834,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260583,6537461,DEHART,Paige,USA,W,2005-04-27,"Sun Valley Ski Education Fnd",6466469,"DEHART Paige",2005,15-04-2025,240.65,882,*,28.41,275,,30.87,298,,74.55,376,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269771,6534064,DEHLIN,Samuel,USA,M,2006-11-28,,6816231,"DEHLIN Samuel",2006,15-04-2025,,,,62.16,1672,,100.70,3149,*,254.24,2862,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271258,203308,DEHN,Jonas,GER,M,2006-01-25,"TSV Gestratz",,"DEHN Jonas",2006,15-04-2025,,,,184.09,4812,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271259,203309,DEHN,Kim-Noah,GER,M,2006-01-25,"TSV Gestratz",,"DEHN Kim-Noah",2006,15-04-2025,,,,159.14,4453,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271849,207062,DEHNING,Lilli,GER,W,2006-02-14,"SC Rottach-Egern",,"DEHNING Lilli",2006,15-04-2025,,,,55.10,869,*,64.87,1178,,87.33,508,,314.88,334,+
412,"21st FIS points list 2024/25",1,1,AL,O,286781,405262,DEKKER,Sophie,NED,W,2008-04-17,"Skiteam Midden Nederland",NED,"DEKKER Sophie",2008,15-04-2025,,,,123.58,2429,,105.95,2119,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278304,30578,"DEL BLANCO",Bautista,ARG,M,2007-05-23,CAE,04107002,"DEL BLANCO Bautista",2007,15-04-2025,168.75,1406,,114.48,3497,,111.26,3471,,123.13,1546,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285355,115354,"DEL CAMPO",Amparo,CHI,W,2008-01-07,CEC,,"DEL CAMPO Amparo",2008,15-04-2025,,,,202.09,3316,,205.83,3337,,473.21,2132,+,,,
412,"21st FIS points list 2024/25",1,1,AL,O,158917,491853,"DEL CAMPO HERNANDEZ",Juan,ESP,M,1994-06-28,"EURO-SKI CLUB DEPORTES DE INVIERNO",ESP,"DEL CAMPO HERNANDEZ Juan",1994,15-04-2025,999.99,2227,*,18.41,80,*,34.26,533,*,75.63,657,,707.94,1138,*
412,"21st FIS points list 2024/25",1,1,AL,O,287790,496773,"DEL GUAYO ORTEGA",Lucia,ESP,W,2007-07-23,"CLUB UNIVERSIDAD DE OVIEDO",ESP,"DEL GUAYO ORTEGA Lucia",2007,15-04-2025,,,,,,,233.48,3510,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,222672,561423,"DEL LATTE",Mattia,SLO,M,2001-01-07,"KRG - ASK Kranjska Gora",SLO,"DEL LATTE Mattia",2001,15-04-2025,173.19,1438,*,116.82,3554,*,99.60,3121,*,100.25,1116,*,420.65,925,*
412,"21st FIS points list 2024/25",1,1,AL,O,280341,492660,"DEL PINO  CABALLERO",Alvaro,ESP,M,2007-02-15,"NEVADA SPORT CLUB",ESP,"DEL PINO  CABALLERO Alvaro",2007,15-04-2025,120.98,966,,60.03,1580,,55.34,1433,,83.38,779,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,264281,492576,"DEL RINCON RIBERA",Joaquin,ESP,M,2005-09-21,"CLUB ESQUI NAVARRA",ESP,"DEL RINCON RIBERA Joaquin",2005,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280360,6297168,"DEL SOLDATO",Sara,ITA,W,2007-05-22,"CIMONE SKI TEAM A.S.D.",ITA57885,"DEL SOLDATO Sara",2007,15-04-2025,,,,261.46,3648,*,174.72,3047,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,293974,6297580,"DEL TAGLIA",Matilde,ITA,W,2008-10-17,"S.C. ABETONE A.S.D.",ITA63016,"DEL TAGLIA Matilde",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,256031,6294957,"DEL TORRE","Mattia Mario",ITA,M,2004-08-24,"OROBIE SKI TEAM A.S.D.",ITA49390,"DEL TORRE Mattia Mario",2004,15-04-2025,384.26,2010,*,110.15,3386,*,93.39,2931,*,300.74,3094,*,559.29,1074,*
412,"21st FIS points list 2024/25",1,1,AL,O,282356,6191885,DELAGE,Philippe,FRA,M,2005-10-24,"S.C SAINT LARY SOULAN",2684041,"DELAGE Philippe",2005,15-04-2025,,,,152.74,4329,*,139.08,4148,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,188278,299630,DELAGO,Nadia,ITA,W,1997-11-12,"GRUPPO SPORTIVO FIAMME ORO",ITA39340,"DELAGO Nadia",1997,15-04-2025,13.76,36,,999.99,4172,*,244.53,3572,*,26.69,81,*,191.37,114,*
412,"21st FIS points list 2024/25",1,1,AL,O,176987,299466,DELAGO,Nicol,ITA,W,1996-01-05,"GRUPPO SCIATORI FIAMME GIALLE",ITA37963,"DELAGO Nicol",1996,15-04-2025,4.91,16,*,550.47,4071,*,425.84,3975,*,25.84,77,*,168.51,86,*
412,"21st FIS points list 2024/25",1,1,AL,O,265677,6537638,DELANEY,Corriann,USA,W,2002-06-02,"UMass Club Alpine Ski Team",6307669,"DELANEY Corriann",2002,15-04-2025,,,,203.23,3321,,219.13,3435,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270686,6191656,DELANNOY,Pierre,FRA,M,2006-02-15,"CLUB DES SPORTS MEGEVE",2673832,"DELANNOY Pierre",2006,15-04-2025,189.20,1538,*,96.20,2956,,90.44,2822,*,176.24,2306,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,263823,6191589,DELAVENAY,Jules,FRA,M,2005-06-10,"SKI CLUB MIEUSSY",2666265,"DELAVENAY Jules",2005,15-04-2025,320.88,1955,*,53.44,1295,,63.62,1783,*,146.98,1942,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260580,6533731,DELAY,Kieran,USA,M,2005-03-15,"West Mountain Racing",6582585,"DELAY Kieran",2005,15-04-2025,215.38,1696,*,67.83,1911,*,59.85,1632,*,210.56,2597,*,304.58,698,*
412,"21st FIS points list 2024/25",1,1,AL,O,279516,6191818,DELERCE,Lucas,FRA,M,2007-09-07,"S.C ST JEAN D AULPS",2679961,"DELERCE Lucas",2007,15-04-2025,88.42,580,,68.57,1943,,50.84,1247,,91.16,927,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292879,310490,DELETIC,Filip,SRB,M,2008-01-25,"KOPAONIK Raska",,"DELETIC Filip",2008,15-04-2025,,,,363.49,5771,,258.53,5488,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279486,198625,DELETTRE,Flore,FRA,W,2007-09-30,"CLUB OMNISPORTS VAL THORENS",2674677,"DELETTRE Flore",2007,15-04-2025,169.56,692,,44.41,591,,60.33,1055,,126.66,890,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284901,516941,DELEZE,Marie,SUI,W,2008-07-21,Arpettaz,SUI,"DELEZE Marie",2008,15-04-2025,157.05,645,,62.22,1075,,71.17,1354,,105.12,692,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269528,20527,"DELGADO GONZALEZ",Marc,AND,M,2006-07-21,ECPCGR,,"DELGADO GONZALEZ Marc",2006,15-04-2025,,,,88.92,2709,*,74.64,2236,,172.06,2271,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,272128,6191681,DELHALLE,Jules,FRA,M,2006-06-13,"SKI CLUB DE L ALPE D HUEZ",2672861,"DELHALLE Jules",2006,15-04-2025,,,,68.37,1935,*,77.92,2374,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274696,10000990,DELIGIOS,"Riccardo Francesco",ITA,M,2006-10-04,"S.C. VAL D AYAS A.S.D.",ITA55727,"DELIGIOS Riccardo Francesco",2006,15-04-2025,,,,133.04,3919,,204.12,5110,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279796,715195,DELIMUSTAFIC,Muna,BIH,W,2007-02-14,"SK Bjelasnica",,"DELIMUSTAFIC Muna",2007,15-04-2025,,,,,,,260.18,3642,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287607,710412,DELIMUSTAFIC,Timur,BIH,M,2008-08-16,"SK Bjelasnica",,"DELIMUSTAFIC Timur",2008,15-04-2025,,,,190.14,4880,,224.21,5286,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274208,6100871,DELISLE,Nicolas,CAN,M,2006-06-02,TREMBLANT,CAN,"DELISLE Nicolas",2006,15-04-2025,,,,98.71,3034,,116.06,3594,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,282799,10001449,"DELLA CASA","Alessio Renato",ITA,M,2004-11-18,"REVOLUTION SKI RACE A.S.D.",ITA658002,"DELLA CASA Alessio Renato",2004,15-04-2025,,,,155.07,4375,,147.50,4319,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,288031,10001731,"DELLA MARINA",Matteo,ITA,M,2008-08-20,"A.S.D. SCI CAI XXX OTTOBRE",ITA62461,"DELLA MARINA Matteo",2008,15-04-2025,,,,96.97,2983,,104.47,3269,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,203427,6295075,"DELLA MEA",Lara,ITA,W,1999-01-10,"C.S. ESERCITO",ITA40264,"DELLA MEA Lara",1999,15-04-2025,,,,11.91,29,,15.00,26,,50.00,198,*,999.99,708,*
412,"21st FIS points list 2024/25",1,1,AL,O,220545,6293775,"DELLA VITE",Filippo,ITA,M,2001-10-04,"GRUPPO SPORTIVO FIAMME ORO",ITA43691,"DELLA VITE Filippo",2001,15-04-2025,,,,23.00,158,,10.86,27,*,128.69,1657,*,164.87,206,*
412,"21st FIS points list 2024/25",1,1,AL,O,261677,516826,DELLER,Lucie,SUI,W,2005-03-24,Ovronnaz,SUI,"DELLER Lucie",2005,15-04-2025,111.58,454,*,215.66,3413,*,82.65,1664,*,129.26,912,*,396.51,446,*
412,"21st FIS points list 2024/25",1,1,AL,O,292502,6297519,DELMARCO,Clara,ITA,W,2008-05-20,"VAL DI FIEMME SKI TEAM A.S.D.",ITA61535,"DELMARCO Clara",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285247,6534556,DEMAGGIO,Caiyu,USA,M,2008-11-14,"Bretton Woods Race Team",6722386,"DEMAGGIO Caiyu",2008,15-04-2025,123.60,995,+,38.72,743,,53.31,1350,,92.33,952,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292521,10001808,"DEMARCHI ALBENGO","Paolo Giovanni",ITA,M,1968-02-22,"ARTESINA SPORTING CLUB SSD A RL",ITA17181,"DEMARCHI ALBENGO Paolo Giovanni",1968,15-04-2025,205.31,1649,,,,,,,,196.60,2479,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260490,6533716,DEMARCO,Nick,USA,M,2005-03-29,,6473748,"DEMARCO Nick",2005,15-04-2025,273.33,1867,*,45.56,999,*,66.52,1921,*,118.18,1451,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271650,6534152,DEMARS,Leo,USA,M,2006-01-28,"4 Degrees Alpine Ski Team",6569652,"DEMARS Leo",2006,15-04-2025,,,,101.28,3112,*,179.06,4825,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260759,6537495,DEMBECK,Abby,USA,W,2005-01-05,"University of New Hampshire",6470804,"DEMBECK Abby",2005,15-04-2025,,,,53.94,840,*,52.24,819,*,322.32,1916,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,295381,230901,DEMERTZIS,PANAGIOTIS,GRE,M,2005-10-19,"SXO Arachovas",GRE,"DEMERTZIS PANAGIOTIS",2005,15-04-2025,,,,332.26,5696,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,295382,230902,DEMERTZIS,THOMAS,GRE,M,2005-10-19,"SXO Arachovas",GRE,"DEMERTZIS THOMAS",2005,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285479,6297353,DEMETZ,Carol,ITA,W,2008-06-19,"SKI CLUB GARDENA - GROEDEN A.S.D.",ITA61838,"DEMETZ Carol",2008,15-04-2025,99.61,384,,121.74,2400,,71.92,1373,,94.95,584,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279543,6538060,DEMINO,Ruthie,USA,W,2007-10-20,"Team Summit Colorado",6661322,"DEMINO Ruthie",2007,15-04-2025,219.75,827,,124.50,2443,,95.49,1931,,132.72,956,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,220867,198157,DEMOLIS,Marie,FRA,W,2001-08-20,"Sc Pralognan",2648005,"DEMOLIS Marie",2001,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285999,6191923,DEMONT,Alban,FRA,M,2008-02-01,"CLUB DES SPORTS MANIGOD",2681122,"DEMONT Alban",2008,15-04-2025,73.45,410,,63.28,1722,,55.42,1437,,64.67,491,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277190,6537933,DEMPSEY,Cara,USA,W,2007-06-01,"Northwood School",6610634,"DEMPSEY Cara",2007,15-04-2025,,,,61.09,1038,,46.56,670,*,112.43,779,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,219839,6532791,DEMPSEY,Hugh,USA,M,2001-01-21,"Saint Lawrence University",6278455,"DEMPSEY Hugh",2001,15-04-2025,,,,60.10,1583,,61.95,1718,,309.63,3136,*,999.99,1221,*
412,"21st FIS points list 2024/25",1,1,AL,O,274646,6534212,DEMPSEY,John,USA,M,2006-12-21,"Heiliger Huegel Ski Club",6685432,"DEMPSEY John",2006,15-04-2025,,,,243.30,5336,*,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287563,6538283,DEMPSEY,Katherine,USA,W,2008-11-04,"Stratton Winter Sports Club",6722753,"DEMPSEY Katherine",2008,15-04-2025,,,,169.75,3045,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,238751,6537029,DEMPSEY,Norah,USA,W,2003-05-04,"Saint Lawrence University",6322787,"DEMPSEY Norah",2003,15-04-2025,,,,62.41,1082,,76.64,1505,*,258.08,1710,*,610.23,606,*
412,"21st FIS points list 2024/25",1,1,AL,O,172619,6190227,DENAT,Jeremy,PER,M,1996-05-02,"S.C. Font Romeu",2626439,"DENAT Jeremy",1996,15-04-2025,906.92,2211,*,220.77,5181,*,363.68,5824,*,594.66,3600,*,999.99,1221,*
412,"21st FIS points list 2024/25",1,1,AL,O,282390,120195,DENG,Xiaofeng,CHN,M,2007-09-30,,,"DENG Xiaofeng",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,294415,400415,Denneboom,Djai,NED,M,2007-03-02,"Ski Pro",,"Denneboom Djai",2007,15-04-2025,,,,187.78,4850,+,146.80,4301,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269161,6537683,DENNEHY,Quinn,USA,W,2006-02-02,"Killington Mountain School",6435392,"DENNEHY Quinn",2006,15-04-2025,300.30,1007,*,68.61,1248,*,94.15,1897,*,155.50,1138,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269442,502783,DENNERAAS,Leo,SWE,M,2006-05-09,"Oestersund Froesoe SLK",SWE,"DENNERAAS Leo",2006,15-04-2025,,,,52.85,1276,,64.40,1817,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284559,175083,DENNING,Alicia,DEN,W,2008-07-26,"Kobenhavn Ski Klub",,"DENNING Alicia",2008,15-04-2025,,,,115.61,2302,,149.60,2771,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279054,6538048,DENNIS,Taylor,USA,W,2007-09-09,"West Mountain Racing",6685063,"DENNIS Taylor",2007,15-04-2025,,,,192.18,3240,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,143521,645000,DENZLER,Cynthia,COL,W,1983-05-12,"Club Deportivo Davoss Pereira",645000,"DENZLER Cynthia",1983,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269390,10000728,DEPAOLI,Alessandro,ITA,M,2006-11-14,"G.B. SKI CLUB A.D.",ITA56116,"DEPAOLI Alessandro",2006,15-04-2025,118.68,948,*,115.04,3515,*,110.31,3442,*,115.64,1401,*,,,
